datetime,Open,High,Low,Close,Volume,EMA25,EMA50,EMA100,MACD,MACD_Signal,MACD_Hist,K,D,J,BB_Mid,BB_Upper,BB_Lower,ATR,Ichimoku_Conversion,Ichimoku_Base,Ichimoku_Leading_A,Ichimoku_Leading_B,SAR
2024-02-27 09:00:00,1.085,1.08626,1.08496,1.08562,6893,1.0846282,1.0839163,1.0827459,0.00048319928,0.0005195009,-3.6301648e-05,64.11278,66.58896,59.160427,1.0850215,1.0857222,1.0843208,0.0005528571,1.08538,1.08422,1.0848,1.08371,1.0845
2024-02-27 10:00:00,1.08561,1.08661,1.08527,1.08577,8228,1.0847161,1.083989,1.0828058,0.0005026286,0.00051612646,-1.34978245e-05,62.805046,65.32765,57.759827,1.085063,1.0858377,1.0842882,0.0006021429,1.085555,1.084435,1.084995,1.083885,1.0845352
2024-02-27 11:00:00,1.08576,1.08595,1.08516,1.08528,6475,1.0847595,1.0840397,1.0828547,0.0004730348,0.0005075081,-3.4473334e-05,54.192303,61.61587,39.345173,1.0850375,1.0857419,1.0843331,0.0006307143,1.085555,1.08465,1.0851026,1.083885,1.0846182
2024-02-27 12:00:00,1.0853,1.08533,1.08416,1.08516,7068,1.0847902,1.0840836,1.0829004,0.00043488538,0.0004929836,-5.80982e-05,49.733646,57.65513,33.89068,1.0850645,1.0857424,1.0843866,0.00066571427,1.085385,1.084825,1.085105,1.083885,1.08661
2024-02-27 13:00:00,1.08516,1.08592,1.08476,1.08576,5421,1.0848649,1.0841494,1.082957,0.00044790353,0.00048396757,-3.6064048e-05,54.924473,56.744907,51.283596,1.085098,1.085844,1.084352,0.00072714285,1.085385,1.08522,1.0853025,1.083885,1.086561
2024-02-27 14:00:00,1.08576,1.08633,1.08555,1.08568,6191,1.0849276,1.0842093,1.0830109,0.00044661685,0.00047649743,-2.9880583e-05,57.296585,56.928802,58.032154,1.085112,1.0858916,1.0843323,0.0007414286,1.085385,1.085235,1.08531,1.083885,1.0865129
2024-02-27 15:00:00,1.08567,1.0858,1.08447,1.08478,10025,1.0849162,1.0842317,1.083046,0.00036872423,0.00045494278,-8.621855e-05,46.6331,53.4969,32.905495,1.0851254,1.0858698,1.0843812,0.0008142857,1.085385,1.085235,1.08531,1.083885,1.086466
2024-02-27 16:00:00,1.08478,1.0851,1.08357,1.08401,9341,1.0848465,1.084223,1.083065,0.00024207079,0.0004123684,-0.0001702976,35.913292,47.635696,12.468484,1.0851035,1.0859507,1.0842563,0.0008935714,1.08509,1.08509,1.08509,1.083885,1.0864198
2024-02-27 17:00:00,1.084,1.08512,1.08328,1.08467,9801,1.0848329,1.0842406,1.0830969,0.0001927318,0.00036844108,-0.00017570927,37.85611,44.375835,24.816658,1.0851065,1.0859468,1.0842662,0.0009835714,1.084945,1.084945,1.084945,1.083885,1.0863059
2024-02-27 18:00:00,1.08467,1.0858,1.08446,1.0856,8768,1.0848919,1.0842938,1.0831465,0.00022606755,0.00033996638,-0.00011389881,48.46063,45.737434,53.90702,1.085134,1.086002,1.084266,0.0010392857,1.084945,1.084945,1.084945,1.083885,1.0861243
2024-02-27 19:00:00,1.0856,1.08565,1.08486,1.08507,5624,1.0849056,1.0843244,1.0831845,0.00020732985,0.00031343906,-0.00010610922,51.869926,47.781597,60.04659,1.0851455,1.0860032,1.0842879,0.0010628571,1.084805,1.084945,1.084875,1.083885,1.0859536
2024-02-27 20:00:00,1.08508,1.08567,1.08485,1.08494,5517,1.0849082,1.0843484,1.0832193,0.0001799162,0.0002867345,-0.00010681829,52.722027,49.42841,59.30927,1.085148,1.0860028,1.0842931,0.0010971428,1.084805,1.084945,1.084875,1.083885,1.0858
2024-02-27 21:00:00,1.08495,1.08496,1.08406,1.0844,5594,1.0848691,1.0843505,1.0832427,0.00011331103,0.0002520498,-0.00013873877,47.388454,48.748425,44.668518,1.085117,1.086034,1.0841999,0.0011192857,1.084805,1.084945,1.084875,1.08393,1.08567
2024-02-27 22:00:00,1.0844,1.08477,1.08416,1.08441,3204,1.0848339,1.0843529,1.0832658,6.063391e-05,0.00021376662,-0.00015313271,43.94203,47.146294,37.533504,1.0851005,1.0860572,1.0841439,0.0011214286,1.084805,1.084945,1.084875,1.08393,1.08567
2024-02-27 23:00:00,1.08429,1.0846,1.08422,1.08431,629,1.0847936,1.0843512,1.0832864,1.0694473e-05,0.00017315219,-0.00016245773,42.919025,45.737206,37.28267,1.085067,1.0860863,1.0840477,0.0010557143,1.08454,1.084945,1.0847425,1.08393,1.0855266
2024-02-28 00:00:00,1.08432,1.08468,1.08405,1.08436,1137,1.0847602,1.0843515,1.0833077,-2.4565137e-05,0.00013360873,-0.00015817386,42.8984,44.790936,39.113323,1.085029,1.0860956,1.0839624,0.001005,1.08454,1.084945,1.0847425,1.08393,1.0853918
2024-02-28 01:00:00,1.08442,1.08456,1.08407,1.0841,897,1.0847094,1.0843416,1.0833234,-7.265098e-05,9.2356786e-05,-0.00016500778,39.44549,43.00912,32.318237,1.084971,1.0861084,1.0838336,0.0009835714,1.08454,1.084945,1.0847425,1.08393,1.085265
2024-02-28 02:00:00,1.08409,1.08457,1.08402,1.08445,1449,1.0846895,1.0843458,1.0833458,-8.157692e-05,5.7570043e-05,-0.00013914697,34.34943,40.12256,22.803175,1.0849276,1.0860753,1.0837797,0.00093928573,1.08491,1.084945,1.0849276,1.08393,1.085146
2024-02-28 03:00:00,1.08446,1.08446,1.08374,1.08391,2843,1.0846295,1.0843288,1.0833569,-0.00013071745,1.9912544e-05,-0.00015062999,25.835716,35.360275,6.7865953,1.0848645,1.0860918,1.0836372,0.00090785715,1.084705,1.084945,1.084825,1.08393,1.085034
2024-02-28 04:00:00,1.08392,1.08402,1.08366,1.08373,1834,1.0845603,1.0843053,1.0833642,-0.00018208718,-2.0487401e-05,-0.00016159978,18.384674,29.701742,-4.249465,1.0848005,1.0861255,1.0834756,0.00087785715,1.084665,1.084945,1.084805,1.08393,1.0849288
2024-02-28 05:00:00,1.08375,1.08381,1.08325,1.08341,2836,1.0844718,1.0842702,1.0833652,-0.00024578613,-6.5547145e-05,-0.00018023897,15.375358,24.926281,-3.7264898,1.08469,1.0860934,1.0832865,0.00082285714,1.084105,1.08493,1.0845175,1.08393,1.0848298
2024-02-28 06:00:00,1.08341,1.08357,1.08314,1.08321,2447,1.0843748,1.0842286,1.0833621,-0.00030884612,-0.00011420694,-0.00019463919,11.681731,20.51143,-5.977669,1.084562,1.0860168,1.0831072,0.0007442857,1.083955,1.084875,1.084415,1.08393,1.0847034
2024-02-28 07:00:00,1.08319,1.08332,1.0825,1.08268,4239,1.0842444,1.0841678,1.0833486,-0.0003970117,-0.00017076789,-0.0002262438,10.540114,17.187658,-2.7549746,1.084432,1.0860698,1.0827942,0.00067142857,1.08359,1.084555,1.0840725,1.084005,1.0845472
2024-02-28 08:00:00,1.08267,1.08294,1.08218,1.08223,4585,1.0840894,1.0840919,1.0833265,-0.00049746037,-0.0002361064,-0.000261354,7.6934094,14.022909,-4.9655895,1.0842855,1.0861566,1.0824144,0.00063,1.08343,1.084395,1.0839125,1.08409,1.0843015
2024-02-28 09:00:00,1.08223,1.08249,1.08163,1.08232,7435,1.0839534,1.0840224,1.0833066,-0.0005633109,-0.0003015473,-0.00026176363,12.952069,13.665962,11.524282,1.0841135,1.0860454,1.0821816,0.000635,1.0831,1.08412,1.08361,1.08412,1.0840045
2024-02-28 10:00:00,1.08233,1.08242,1.08082,1.08091,8989,1.0837193,1.0839003,1.0832591,-0.0007209624,-0.00038543032,-0.00033553207,9.434712,12.255546,3.7930465,1.083875,1.0861413,1.0816087,0.0006907143,1.082695,1.083715,1.083205,1.083715,1.0836246
2024-02-28 11:00:00,1.08092,1.08126,1.07963,1.07998,10088,1.0834316,1.0837466,1.0831941,-0.0009104504,-0.00049043435,-0.0004200161,8.705267,11.07212,3.9715629,1.083635,1.0864484,1.0808215,0.00074285717,1.082045,1.08312,1.0825825,1.08312,1.0831198
2024-02-28 12:00:00,1.07998,1.08177,1.07992,1.08156,8573,1.0832876,1.0836608,1.0831618,-0.00092249434,-0.00057684636,-0.00034564798,20.458029,14.200756,32.972576,1.0835125,1.086467,1.080558,0.00083142857,1.081825,1.08298,1.0824025,1.08312,1.0824218
2024-02-28 13:00:00,1.08156,1.0818,1.08108,1.08155,6132,1.083154,1.0835781,1.0831299,-0.0009222154,-0.00064592017,-0.00027629524,28.949692,19.117067,48.614937,1.0833565,1.0863823,1.0803307,0.00085571426,1.08172,1.08298,1.08235,1.08312,1.0818634
2024-02-28 14:00:00,1.08155,1.08211,1.08071,1.08088,7361,1.0829791,1.0834723,1.0830853,-0.0009649346,-0.00070972304,-0.00025521155,29.87509,22.703075,44.21912,1.0831205,1.0861458,1.0800952,0.00091071427,1.0816,1.08298,1.08229,1.08312,1.07963
2024-02-28 15:00:00,1.08087,1.08308,1.08066,1.08279,11511,1.0829645,1.0834455,1.0830795,-0.0008350429,-0.000734787,-0.00010025592,48.462345,31.2895,82.80804,1.0830065,1.085891,1.080122,0.0010485714,1.081475,1.08298,1.0822275,1.08312,1.0796796
2024-02-28 16:00:00,1.08279,1.08339,1.08212,1.08299,11672,1.0829664,1.0834277,1.0830777,-0.0007078054,-0.0007293907,2.1585285e-05,62.095463,41.558155,103.17008,1.082909,1.0856465,1.0801716,0.0011,1.08151,1.082715,1.0821126,1.08312,1.0798156
2024-02-28 17:00:00,1.08299,1.08379,1.08259,1.08342,9365,1.0830014,1.0834273,1.0830845,-0.0005657497,-0.0006966625,0.00013091277,71.765564,51.627293,112.042114,1.08286,1.0855191,1.0802009,0.0011342857,1.08171,1.082715,1.0822124,1.08312,1.0800301
2024-02-28 18:00:00,1.0834,1.08424,1.08311,1.08419,7262,1.0830928,1.0834572,1.0831064,-0.00038658077,-0.00063464616,0.0002480654,80.81551,61.356697,119.73314,1.082849,1.0854827,1.0802152,0.0011892857,1.081935,1.082715,1.082325,1.08312,1.0803308
2024-02-28 19:00:00,1.08418,1.0846,1.08337,1.08382,6493,1.0831487,1.0834715,1.0831205,-0.0002713164,-0.0005619802,0.0002906638,81.97895,68.23078,109.47529,1.0828245,1.0854096,1.0802393,0.0012371428,1.082115,1.082715,1.082415,1.08312,1.0807217
2024-02-28 20:00:00,1.08383,1.08407,1.08327,1.08343,4756,1.0831704,1.0834699,1.0831267,-0.00020902876,-0.0004913899,0.00028236117,79.65263,72.03806,94.881775,1.082778,1.085279,1.080277,0.0012635714,1.08226,1.08265,1.082455,1.08312,1.0811871
2024-02-28 21:00:00,1.08343,1.08372,1.08322,1.08335,3599,1.0831841,1.0834651,1.0831311,-0.00016422756,-0.00042595743,0.00026172987,75.859795,73.31197,80.95543,1.0827405,1.0851797,1.0803013,0.0012407143,1.08263,1.08265,1.08264,1.08312,1.0815967
2024-02-28 22:00:00,1.08336,1.08399,1.08329,1.0838,2897,1.0832316,1.0834783,1.0831443,-9.135794e-05,-0.00035903754,0.0002676796,77.138336,74.58743,82.24016,1.082708,1.0850674,1.0803486,0.0012364286,1.08263,1.082295,1.0824625,1.08312,1.0819571
2024-02-28 23:00:00,1.08368,1.08393,1.08347,1.08369,679,1.0832669,1.0834866,1.083155,-4.2000167e-05,-0.00029563007,0.0002536299,77.060074,75.411644,80.35694,1.082697,1.0850347,1.0803593,0.0012078572,1.08263,1.0822,1.082415,1.08312,1.0822742
2024-02-29 00:00:00,1.08372,1.08395,1.08317,1.08366,940,1.083297,1.0834934,1.083165,-5.2440746e-06,-0.00023755287,0.0002323088,72.07231,74.29853,67.61986,1.0826935,1.085025,1.0803621,0.0011492857,1.08336,1.082155,1.0827575,1.08312,1.0825534
2024-02-29 01:00:00,1.08371,1.08405,1.08371,1.08382,963,1.0833373,1.0835062,1.083178,3.637673e-05,-0.00018276695,0.00021914368,68.44621,72.34776,60.643127,1.082714,1.085079,1.0803491,0.0010607142,1.083595,1.082155,1.082875,1.08312,1.082799
2024-02-29 02:00:00,1.08383,1.08399,1.08344,1.08361,1826,1.0833583,1.0835103,1.0831866,5.181893e-05,-0.00013584977,0.0001876687,56.816494,67.17067,36.108135,1.082734,1.0851232,1.0803448,0.00096785714,1.083855,1.082115,1.082985,1.08312,1.0830151
2024-02-29 03:00:00,1.08362,1.08404,1.08277,1.08288,3696,1.0833215,1.0834856,1.0831805,5.0933772e-06,-0.000107661144,0.00011275452,39.881306,58.074215,3.4954827,1.082744,1.0851339,1.0803541,0.0010071428,1.083685,1.082115,1.0829,1.08312,1.0846
2024-02-29 04:00:00,1.08288,1.08367,1.08284,1.08363,3827,1.0833452,1.0834912,1.0831895,2.8256052e-05,-8.04777e-05,0.00010873376,48.63882,54.929085,36.05829,1.082814,1.0852225,1.0804055,0.00096642855,1.08342,1.082115,1.0827675,1.08312,1.0845634
2024-02-29 05:00:00,1.08363,1.08378,1.08334,1.08368,3660,1.0833709,1.0834986,1.0831991,5.0070044e-05,-5.4368153e-05,0.0001044382,56.123795,55.32732,57.716743,1.082882,1.0853084,1.0804555,0.000825,1.08341,1.082115,1.0827625,1.08312,1.0845275
2024-02-29 06:00:00,1.08367,1.08378,1.08337,1.08361,2819,1.0833894,1.083503,1.0832072,6.1006136e-05,-3.1293297e-05,9.229943e-05,59.290863,56.648502,64.575584,1.083017,1.0852761,1.0807579,0.0007635714,1.08341,1.082115,1.0827625,1.08312,1.0844923
2024-02-29 07:00:00,1.08362,1.08375,1.08314,1.08353,3172,1.0834001,1.0835041,1.0832137,6.24973e-05,-1.2535175e-05,7.503248e-05,59.31891,57.53864,62.87945,1.0831945,1.0849509,1.0814381,0.00072142854,1.08341,1.082115,1.0827625,1.08312,1.0844579
2024-02-29 08:00:00,1.08352,1.08382,1.08319,1.08329,3709,1.0833917,1.0834956,1.0832152,4.3808082e-05,-1.2665242e-06,4.5074605e-05,53.087605,56.054962,47.152897,1.083281,1.0848598,1.0817021,0.0006857143,1.08341,1.082115,1.0827625,1.08312,1.0844241
2024-02-29 09:00:00,1.08327,1.08391,1.08256,1.08287,7291,1.0833516,1.0834711,1.0832083,-4.837984e-06,-1.9808163e-06,-2.8571676e-06,42.326862,51.478928,24.022726,1.083347,1.0847179,1.0819762,0.0006942857,1.083305,1.082115,1.08271,1.08312,1.0843911
2024-02-29 10:00:00,1.08287,1.08475,1.08284,1.08378,9802,1.0833845,1.0834832,1.0832196,2.9696728e-05,4.354693e-06,2.5342035e-05,46.787163,49.915005,40.53147,1.083492,1.0842329,1.082751,0.00077357143,1.083655,1.08219,1.0829225,1.08312,1.08256
2024-02-29 11:00:00,1.08379,1.08521,1.08375,1.08507,8867,1.0835142,1.0835454,1.0832564,0.0001593214,3.5348035e-05,0.00012397337,62.763767,54.197926,79.895454,1.083606,1.0845624,1.0826496,0.00084214285,1.083885,1.08242,1.0831525,1.08312,1.08256
2024-02-29 12:00:00,1.08505,1.08545,1.08377,1.0838,8295,1.0835361,1.0835555,1.0832671,0.00015775302,5.982903e-05,9.7923985e-05,56.144703,54.84685,58.740406,1.0836465,1.0845608,1.0827322,0.00091214286,1.084005,1.08254,1.0832725,1.08312,1.082666
2024-02-29 13:00:00,1.08378,1.08431,1.08287,1.08344,7572,1.0835288,1.0835509,1.0832705,0.00012600853,7.3064926e-05,5.2943597e-05,47.579746,52.424484,37.890266,1.0836475,1.0845608,1.0827342,0.0009821429,1.084005,1.082685,1.083345,1.08312,1.082833
2024-02-29 14:00:00,1.08343,1.08361,1.08265,1.08291,7158,1.0834812,1.0835258,1.0832634,5.7422287e-05,6.99364e-05,-1.2514113e-05,35.756737,46.86857,13.53308,1.0835835,1.0845159,1.0826511,0.000995,1.084005,1.083055,1.08353,1.08298,1.08545
2024-02-29 15:00:00,1.08292,1.08473,1.08217,1.08379,15514,1.0835049,1.0835361,1.0832738,7.323168e-05,7.059546e-05,2.6362204e-06,40.30124,44.67946,31.544804,1.083582,1.0845128,1.0826511,0.00115,1.08381,1.083055,1.0834326,1.08298,1.085394
2024-02-29 16:00:00,1.08378,1.08504,1.0836,1.08465,11328,1.083593,1.0835798,1.0833011,0.00015338739,8.715384e-05,6.6233544e-05,52.070747,47.143223,61.925797,1.083643,1.0846852,1.0826008,0.0012135714,1.08381,1.083055,1.0834326,1.08298,1.085265
2024-02-29 17:00:00,1.08465,1.0856,1.0819,1.08226,13513,1.0834905,1.083528,1.0832804,2.3784174e-05,7.447991e-05,-5.0695733e-05,37.957073,44.081173,25.708878,1.0835885,1.0847961,1.0823809,0.0013871428,1.08375,1.08375,1.08375,1.08298,1.08217
2024-02-29 18:00:00,1.08226,1.08251,1.08043,1.08062,11550,1.0832697,1.0834141,1.0832278,-0.00020885406,1.7813114e-05,-0.00022666718,26.529732,38.230694,3.127812,1.0834295,1.0852176,1.0816413,0.0014764286,1.083015,1.083015,1.083015,1.082715,1.0856
2024-02-29 19:00:00,1.08062,1.08074,1.07957,1.07998,7920,1.0830166,1.0832794,1.0831634,-0.0004397945,-7.370841e-05,-0.0003660861,19.952934,32.138107,-4.4174113,1.083244,1.0855985,1.0808896,0.0015285715,1.082585,1.082585,1.082585,1.082685,1.0856
2024-02-29 20:00:00,1.07998,1.08101,1.07982,1.08091,6271,1.0828545,1.0831864,1.0831188,-0.00054153084,-0.0001672729,-0.00037425794,20.709364,28.328526,5.4710393,1.0831065,1.0856705,1.0805424,0.0015842858,1.082585,1.082585,1.082585,1.082685,1.0853589
2024-02-29 21:00:00,1.08092,1.08113,1.08007,1.08025,5465,1.0826542,1.0830712,1.083062,-0.0006677171,-0.00026736173,-0.00040035532,17.565226,24.740759,3.2141583,1.082928,1.0857654,1.0800906,0.0016164286,1.082585,1.082585,1.082585,1.082685,1.0851272
2024-02-29 22:00:00,1.08027,1.08095,1.08026,1.08084,4994,1.0825146,1.0829837,1.0830181,-0.00071190606,-0.00035627058,-0.00035563548,18.730604,22.737373,10.717063,1.0827895,1.0857543,1.0798247,0.0016214285,1.082585,1.082585,1.082585,1.08262,1.0849049
2024-02-29 23:00:00,1.08072,1.08074,1.08027,1.08038,1055,1.0823505,1.0828817,1.0829657,-0.00077510934,-0.00044003833,-0.000335071,16.964682,20.813143,9.267757,1.0826645,1.085818,1.079511,0.0015657143,1.082585,1.082585,1.082585,1.08262,1.0846915
2024-03-01 00:00:00,1.08045,1.08049,1.07963,1.08036,2479,1.0821973,1.0827827,1.0829141,-0.00081738987,-0.00051550864,-0.00030188123,15.676841,19.101042,8.828439,1.082501,1.0857803,1.0792217,0.0014907143,1.082585,1.082585,1.082585,1.082585,1.0844867
2024-03-01 01:00:00,1.08042,1.08056,1.08018,1.08055,1342,1.0820706,1.0826952,1.0828674,-0.00082604395,-0.0005776157,-0.00024842826,15.868585,18.023556,11.558642,1.0823445,1.085685,1.0790039,0.0014135714,1.082585,1.082585,1.082585,1.082585,1.08429
2024-03-01 02:00:00,1.08055,1.08125,1.0805,1.08112,1981,1.0819975,1.0826335,1.0828328,-0.00077794056,-0.00061768066,-0.00016025986,28.152752,21.399956,41.658348,1.08222,1.0855476,1.0788925,0.0013471429,1.08104,1.082585,1.0818125,1.082585,1.0841012
2024-03-01 03:00:00,1.08115,1.08213,1.08106,1.08213,2659,1.0820076,1.0826137,1.0828189,-0.00065081747,-0.000624308,-2.6509426e-05,52.101833,31.633915,93.037674,1.08215,1.0854199,1.0788801,0.0013207142,1.08085,1.082585,1.0817175,1.082585,1.08392
2024-03-01 04:00:00,1.08212,1.08218,1.08163,1.08182,2771,1.0819932,1.0825826,1.0827991,-0.0005685322,-0.00061315286,4.462065e-05,63.362007,42.209946,105.66613,1.0820765,1.0853044,1.0788486,0.0012914286,1.080905,1.082585,1.081745,1.082585,1.083746
2024-03-01 05:00:00,1.08183,1.08211,1.08163,1.08167,1420,1.0819684,1.0825468,1.0827767,-0.00050955056,-0.0005924324,8.288186e-05,68.908005,51.1093,104.50542,1.0820165,1.0852268,1.0788062,0.0011428571,1.080905,1.082585,1.081745,1.082585,1.083579
2024-03-01 06:00:00,1.08168,1.0817,1.08118,1.08134,1475,1.08192,1.0824995,1.0827483,-0.00048385776,-0.0005707175,8.6859705e-05,68.29161,56.836735,91.20136,1.0818945,1.0850066,1.0787824,0.0010771429,1.080905,1.082585,1.081745,1.082585,1.0834186
2024-03-01 07:00:00,1.08134,1.0814,1.08107,1.08119,1713,1.0818639,1.0824481,1.0827174,-0.00047017986,-0.00055060996,8.043009e-05,65.9199,59.864456,78.03078,1.0817004,1.0844406,1.0789604,0.00083642855,1.080905,1.082585,1.081745,1.082585,1.0832646
2024-03-01 08:00:00,1.0812,1.0814,1.08079,1.08092,2535,1.0817913,1.0823882,1.0826818,-0.00047564384,-0.0005356167,5.997289e-05,60.809345,60.17942,62.06919,1.0815566,1.0841297,1.0789833,0.00073142856,1.080905,1.082585,1.081745,1.082585,1.0831169
2024-03-01 09:00:00,1.0809,1.08176,1.08086,1.08125,5824,1.0817497,1.0823436,1.0826534,-0.00044817952,-0.00051812927,6.9949776e-05,58.372894,59.577244,55.9642,1.081447,1.0838643,1.0790297,0.00071214285,1.08118,1.082585,1.0818825,1.082585,1.082975
2024-03-01 10:00:00,1.08125,1.082,1.08088,1.08114,8202,1.0817027,1.0822964,1.0826235,-0.00043032935,-0.0005005693,7.0239956e-05,51.613678,56.92272,40.995586,1.0813586,1.0836779,1.0790391,0.00070714287,1.08134,1.082585,1.0819625,1.082585,1.0828388
2024-03-01 11:00:00,1.08114,1.08178,1.08083,1.08154,6888,1.0816902,1.0822667,1.082602,-0.0003795313,-0.0004763617,9.68304e-05,52.39473,55.41339,46.357407,1.081246,1.083268,1.0792239,0.0006992857,1.081485,1.082585,1.082035,1.082585,1.082708
2024-03-01 12:00:00,1.08154,1.08227,1.07982,1.08105,10333,1.081641,1.082219,1.0825713,-0.00037449543,-0.00045598845,8.149301e-05,51.664513,54.163765,46.666008,1.081066,1.0822994,1.0798327,0.00082428573,1.081045,1.082585,1.081815,1.082585,1.0825825
2024-03-01 13:00:00,1.08106,1.08191,1.08101,1.08183,6492,1.0816555,1.0822037,1.0825566,-0.00030406,-0.00042560275,0.00012154277,61.789948,56.705826,71.95819,1.0810446,1.0822029,1.0798861,0.00084785715,1.081045,1.082585,1.081815,1.082585,1.082462
2024-03-01 14:00:00,1.08184,1.08248,1.08118,1.08129,7302,1.0816274,1.0821679,1.0825316,-0.00028848735,-0.0003981797,0.000109692315,59.61435,57.675335,63.492386,1.081078,1.0822234,1.0799327,0.00087928574,1.08115,1.082585,1.0818675,1.082585,1.07957
2024-03-01 15:00:00,1.08127,1.08155,1.08077,1.08128,8592,1.0816007,1.082133,1.0825068,-0.0002737967,-0.00037330308,9.9506375e-05,58.03864,57.796436,58.52305,1.081143,1.0821671,1.0801189,0.00090785715,1.08115,1.082585,1.0818675,1.082585,1.0796282
2024-03-01 16:00:00,1.08128,1.08207,1.07979,1.07999,9580,1.0814768,1.082049,1.082457,-0.00036207272,-0.00037105702,8.984283e-06,41.170742,52.25454,19.003149,1.081097,1.0822408,1.0799532,0.0010171429,1.081135,1.082585,1.08186,1.082585,1.0796852
2024-03-01 17:00:00,1.08009,1.08418,1.08009,1.08351,17880,1.0816332,1.0821064,1.0824778,-0.00014631095,-0.0003261078,0.00017979686,55.693176,53.40075,60.278023,1.08126,1.0827671,1.0797529,0.00124,1.081985,1.082585,1.082285,1.082585,1.0797411
2024-03-01 18:00:00,1.0835,1.08369,1.08231,1.08309,8778,1.0817453,1.0821449,1.0824898,-9.103731e-06,-0.00026270698,0.00025360327,62.18573,56.32908,73.89904,1.0813725,1.0830712,1.0796738,0.0012992857,1.081985,1.082585,1.082285,1.082585,1.07979
2024-03-01 19:00:00,1.08309,1.08399,1.08285,1.08376,4701,1.0819002,1.0822083,1.082515,0.00015194585,-0.00017977643,0.00033172226,71.60142,61.419857,91.96455,1.0815415,1.0834801,1.0796028,0.0013464285,1.081985,1.081875,1.08193,1.082585,1.0799656
2024-03-01 20:00:00,1.08375,1.08426,1.08311,1.08399,5092,1.0820609,1.0822781,1.0825442,0.00029474028,-8.487308e-05,0.00037961337,79.05419,67.297966,102.566635,1.081723,1.0838649,1.079581,0.0013914285,1.082025,1.081915,1.08197,1.082585,1.0801342
2024-03-01 21:00:00,1.08398,1.08433,1.08378,1.08412,3750,1.0822194,1.0823504,1.0825754,0.00041362777,1.4827091e-05,0.00039880068,84.49428,73.030075,107.42269,1.0819016,1.0842196,1.0795834,0.0014071428,1.08206,1.08198,1.08202,1.082585,1.0803818
2024-03-01 22:00:00,1.08412,1.08414,1.08346,1.08375,4436,1.0823371,1.0824052,1.0825987,0.00047254388,0.00010637045,0.00036617342,85.40441,77.154854,101.90353,1.082033,1.0844603,1.0796057,0.0014121429,1.08206,1.08198,1.08202,1.082585,1.0806975
2024-03-01 23:00:00,1.08364,1.08399,1.08319,1.08387,1049,1.082455,1.0824627,1.0826238,0.00052289077,0.00018967451,0.00033321625,86.89222,80.40064,99.875374,1.08212,1.0846828,1.0795572,0.001405,1.08206,1.08198,1.08202,1.082585,1.0809882
2024-03-04 00:00:00,1.084,1.08416,1.0829,1.08391,1003,1.082567,1.0825194,1.0826494,0.0005595683,0.00026365326,0.00029591503,88.17778,82.99302,98.547295,1.0822245,1.0849036,1.0795454,0.001415,1.08206,1.08198,1.08202,1.082585,1.0812556
2024-03-04 01:00:00,1.08396,1.08442,1.08396,1.08414,1683,1.082688,1.082583,1.0826789,0.000600275,0.0003309776,0.0002692974,89.96301,85.31635,99.25634,1.082348,1.0851446,1.0795513,0.0013835714,1.082255,1.082025,1.08214,1.082585,1.0815015
2024-03-04 02:00:00,1.08417,1.08481,1.08404,1.08456,6465,1.082832,1.0826606,1.0827161,0.00065883127,0.00039654836,0.00026228293,89.97534,86.86935,96.18733,1.082509,1.0854293,1.0795887,0.0012635714,1.08356,1.0823,1.08293,1.082585,1.0817933
2024-03-04 03:00:00,1.08457,1.08458,1.08382,1.084,5604,1.0829217,1.082713,1.0827415,0.0006525283,0.00044774433,0.00020478395,79.54138,84.4267,69.77077,1.0826495,1.0855731,1.079726,0.0012535715,1.08383,1.0823,1.083065,1.082585,1.0821553
2024-03-04 04:00:00,1.084,1.08459,1.08383,1.08452,4115,1.0830448,1.0827839,1.0827768,0.0006816353,0.0004945225,0.00018711276,81.29984,83.38441,77.13071,1.0828295,1.085748,1.079911,0.001215,1.083855,1.0823,1.0830775,1.082585,1.0824739
2024-03-04 05:00:00,1.08451,1.08457,1.08419,1.08437,1739,1.0831467,1.082846,1.0828083,0.0006847062,0.00053255924,0.00015214694,79.85435,82.20772,75.14759,1.0829855,1.085882,1.0800891,0.0011864286,1.083855,1.0823,1.0830775,1.082585,1.0827543
2024-03-04 06:00:00,1.08438,1.08457,1.08429,1.08436,1293,1.08324,1.0829055,1.082839,0.0006785115,0.00056174974,0.00011676182,78.71616,81.04387,74.060745,1.0831465,1.085968,1.080325,0.0010435714,1.083855,1.0823,1.0830775,1.082585,1.0830009
2024-03-04 07:00:00,1.08435,1.08466,1.08426,1.08442,1854,1.0833308,1.0829649,1.0828704,0.00067071215,0.0005835422,8.716996e-05,79.00449,80.364075,76.285324,1.0832905,1.0860603,1.0805207,0.00077285717,1.083855,1.0823,1.0830775,1.082585,1.083218
2024-03-04 08:00:00,1.08439,1.08479,1.08426,1.08467,4033,1.0834337,1.0830318,1.082906,0.00067690114,0.000602214,7.468714e-05,83.559715,81.42929,87.820564,1.0834715,1.086094,1.0808489,0.00071214285,1.083855,1.0823,1.0830775,1.082585,1.0834091
2024-03-04 09:00:00,1.08468,1.08541,1.0845,1.08537,8698,1.0835828,1.0831234,1.0829548,0.0007298765,0.0006277465,0.00010213002,88.20123,83.6866,97.2305,1.0836484,1.0862824,1.0810146,0.00069571426,1.084615,1.0826,1.0836076,1.082585,1.0835772
